Title,Slug,Difficulty,AcceptanceRate,Topics
"Min Cost to Connect All Points",min-cost-to-connect-all-points,MEDIUM,0.7081577351711396,"Array|Union-Find|Graph Theory|Minimum Spanning Tree"
"Split a String Into the Max Number of Unique Substrings",split-a-string-into-the-max-number-of-unique-substrings,MEDIUM,0.6865512734982591,"Hash Table|String|Backtracking"
"Maximum Non Negative Product in a Matrix",maximum-non-negative-product-in-a-matrix,MEDIUM,0.5160889179776069,"Array|Dynamic Programming|Matrix"
"Maximum Number of Achievable Transfer Requests",maximum-number-of-achievable-transfer-requests,HARD,0.6467121276124957,"Array|Backtracking|Bit Manipulation|Enumeration"
"Design Parking System",design-parking-system,EASY,0.8717783098358984,"Design|Simulation|Counting"
"Maximal Network Rank",maximal-network-rank,MEDIUM,0.6595350456444377,"Graph Theory"
"Path With Minimum Effort",path-with-minimum-effort,MEDIUM,0.6311866260212303,"Array|Binary Search|Depth-First Search|Breadth-First Search|Union-Find|Heap (Priority Queue)|Matrix"
"Percentage of Users Attended a Contest",percentage-of-users-attended-a-contest,EASY,0.6024739332374479,"Database"
"Number of Ways to Form a Target String Given a Dictionary",number-of-ways-to-form-a-target-string-given-a-dictionary,HARD,0.565183835623371,"Array|String|Dynamic Programming"
"Defuse the Bomb",defuse-the-bomb,EASY,0.7930563806614049,"Array|Sliding Window"
"Minimum Deletions to Make String Balanced",minimum-deletions-to-make-string-balanced,MEDIUM,0.6817425818755909,"String|Dynamic Programming|Stack"
"Average Time of Process per Machine",average-time-of-process-per-machine,EASY,0.6680309820259615,"Database"
"Fix Names in a Table",fix-names-in-a-table,EASY,0.6058189893917254,"Database"
"Invalid Tweets",invalid-tweets,EASY,0.8515597910984489,"Database"
"Partitioning Into Minimum Number Of Deci-Binary Numbers",partitioning-into-minimum-number-of-deci-binary-numbers,MEDIUM,0.904523086967561,"String|Greedy"
"Maximum Height by Stacking Cuboids ",maximum-height-by-stacking-cuboids,HARD,0.6195176927463814,"Array|Dynamic Programming|Sorting"
"Maximum Erasure Value",maximum-erasure-value,MEDIUM,0.6426390172686357,"Array|Hash Table|Sliding Window"
"Checking Existence of Edge Length Limited Paths",checking-existence-of-edge-length-limited-paths,HARD,0.6325426165537071,"Array|Two Pointers|Union-Find|Graph Theory|Sorting"
"Maximum XOR With an Element From Array",maximum-xor-with-an-element-from-array,HARD,0.5790097872765405,"Array|Bit Manipulation|Trie"
"Maximum Score From Removing Substrings",maximum-score-from-removing-substrings,MEDIUM,0.6647937875406648,"String|Stack|Greedy"
"Construct the Lexicographically Largest Valid Sequence",construct-the-lexicographically-largest-valid-sequence,MEDIUM,0.7268373277103477,"Array|Backtracking"
"Swapping Nodes in a Linked List",swapping-nodes-in-a-linked-list,MEDIUM,0.6941633926525281,"Linked List|Two Pointers"
"Tuple with Same Product",tuple-with-same-product,MEDIUM,0.7007494270328033,"Array|Hash Table|Counting"
"Find Followers Count",find-followers-count,EASY,0.6961012453316558,"Database"
"The Number of Employees Which Report to Each Employee",the-number-of-employees-which-report-to-each-employee,EASY,0.5325279496273151,"Database"
"Maximum Absolute Sum of Any Subarray",maximum-absolute-sum-of-any-subarray,MEDIUM,0.7104451496189093,"Array|Dynamic Programming"
"Maximum Number of Events That Can Be Attended II",maximum-number-of-events-that-can-be-attended-ii,HARD,0.6350478260025999,"Array|Binary Search|Dynamic Programming|Sorting"
"Check if Array Is Sorted and Rotated",check-if-array-is-sorted-and-rotated,EASY,0.5598356545888636,"Array"
"Recyclable and Low Fat Products",recyclable-and-low-fat-products,EASY,0.8866102501699348,"Database"
"Minimum Changes To Make Alternating Binary String",minimum-changes-to-make-alternating-binary-string,EASY,0.6783727430824281,"String"
"Minimum Limit of Balls in a Bag",minimum-limit-of-balls-in-a-bag,MEDIUM,0.6632848893373119,"Array|Binary Search"
"Map of Highest Peak",map-of-highest-peak,MEDIUM,0.7579379937844011,"Array|Breadth-First Search|Matrix"
"Minimum Number of Operations to Move All Balls to Each Box",minimum-number-of-operations-to-move-all-balls-to-each-box,MEDIUM,0.9012046336968126,"Array|String|Prefix Sum"
"Check if Number is a Sum of Powers of Three",check-if-number-is-a-sum-of-powers-of-three,MEDIUM,0.7938558461656661,"Math"
"Check if Binary String Has at Most One Segment of Ones",check-if-binary-string-has-at-most-one-segment-of-ones,EASY,0.49108764861413384,"String"
"Primary Department for Each Employee",primary-department-for-each-employee,EASY,0.7431845481788747,"Database"
"Check if One String Swap Can Make Strings Equal",check-if-one-string-swap-can-make-strings-equal,EASY,0.49509256183372086,"Hash Table|String|Counting"
"Maximum Average Pass Ratio",maximum-average-pass-ratio,MEDIUM,0.7406905364524318,"Array|Greedy|Heap (Priority Queue)"
"Maximum Score of a Good Subarray",maximum-score-of-a-good-subarray,HARD,0.6424439444377409,"Array|Two Pointers|Binary Search|Stack|Monotonic Stack"
"Maximize Score After N Operations",maximize-score-after-n-operations,HARD,0.579306419414977,"Array|Math|Dynamic Programming|Backtracking|Bit Manipulation|Number Theory|Bitmask"
"Maximum Ascending Subarray Sum",maximum-ascending-subarray-sum,EASY,0.662968903852873,"Array"
"Minimum Sideway Jumps",minimum-sideway-jumps,MEDIUM,0.5160525786449542,"Array|Dynamic Programming|Greedy"
"Maximum XOR for Each Query",maximum-xor-for-each-query,MEDIUM,0.8466046452018804,"Array|Bit Manipulation|Prefix Sum"
"Seat Reservation Manager",seat-reservation-manager,MEDIUM,0.6717758653181732,"Design|Heap (Priority Queue)"
"Maximum Distance Between a Pair of Values",maximum-distance-between-a-pair-of-values,MEDIUM,0.6135812691787469,"Array|Two Pointers|Binary Search"
"Largest Color Value in a Directed Graph",largest-color-value-in-a-directed-graph,HARD,0.5729074486588752,"Hash Table|String|Dynamic Programming|Graph Theory|Topological Sort|Memoization|Counting"
"Rotating the Box",rotating-the-box,MEDIUM,0.7915603697043203,"Array|Two Pointers|Matrix"
"Sum of All Subset XOR Totals",sum-of-all-subset-xor-totals,EASY,0.9008997075950316,"Array|Math|Backtracking|Bit Manipulation|Combinatorics|Enumeration"
"Finding Pairs With a Certain Sum",finding-pairs-with-a-certain-sum,MEDIUM,0.6155730340887902,"Array|Hash Table|Design"
"Minimize Maximum Pair Sum in Array",minimize-maximum-pair-sum-in-array,MEDIUM,0.832927127710049,"Array|Two Pointers|Greedy|Sorting"
"The Earliest and Latest Rounds Where Players Compete",the-earliest-and-latest-rounds-where-players-compete,HARD,0.7230264606682969,"Dynamic Programming|Memoization"
"Find a Peak Element II",find-a-peak-element-ii,MEDIUM,0.5468513703338415,"Array|Binary Search|Matrix"
"Largest Odd Number in String",largest-odd-number-in-string,EASY,0.6732647793672468,"Math|String|Greedy"
"Count Salary Categories",count-salary-categories,MEDIUM,0.6436276662219444,"Database"
"Remove All Occurrences of a Substring",remove-all-occurrences-of-a-substring,MEDIUM,0.7846371052899168,"String|Stack|Simulation"
"Maximum Alternating Subsequence Sum",maximum-alternating-subsequence-sum,MEDIUM,0.5903887078091749,"Array|Dynamic Programming"
"Build Array from Permutation",build-array-from-permutation,EASY,0.9108862893877121,"Array|Simulation"
"Count Good Numbers",count-good-numbers,MEDIUM,0.5764435575035607,"Math|Recursion"
"Nearest Exit from Entrance in Maze",nearest-exit-from-entrance-in-maze,MEDIUM,0.48514610010533943,"Array|Breadth-First Search|Matrix"
"Unique Length-3 Palindromic Subsequences",unique-length-3-palindromic-subsequences,MEDIUM,0.7376141095451634,"Hash Table|String|Bit Manipulation|Prefix Sum"
"Painting a Grid With Three Different Colors",painting-a-grid-with-three-different-colors,HARD,0.7708664687826078,"Dynamic Programming"
"Confirmation Rate",confirmation-rate,MEDIUM,0.6188166996906177,"Database"
"Delete Duplicate Folders in System",delete-duplicate-folders-in-system,HARD,0.7754183339396143,"Array|Hash Table|String|Trie|Hash Function"
"Delete Characters to Make Fancy String",delete-characters-to-make-fancy-string,EASY,0.7409899753720213,"String"
"Minimum Number of Swaps to Make the String Balanced",minimum-number-of-swaps-to-make-the-string-balanced,MEDIUM,0.781077992572136,"Two Pointers|String|Stack|Greedy"
"Find the Longest Valid Obstacle Course at Each Position",find-the-longest-valid-obstacle-course-at-each-position,HARD,0.624881428816637,"Array|Binary Search|Binary Indexed Tree"
"Find if Path Exists in Graph",find-if-path-exists-in-graph,EASY,0.5508514012063841,"Depth-First Search|Breadth-First Search|Union-Find|Graph Theory"
"Number of Ways to Arrive at Destination",number-of-ways-to-arrive-at-destination,MEDIUM,0.37439629343449554,"Dynamic Programming|Graph Theory|Topological Sort|Shortest Path"
"Employees Whose Manager Left the Company",employees-whose-manager-left-the-company,EASY,0.48676063141087994,"Database"
"Find Unique Binary String",find-unique-binary-string,MEDIUM,0.8124087978301985,"Array|Hash Table|String|Backtracking"
"Minimum Number of Operations to Make Array Continuous",minimum-number-of-operations-to-make-array-continuous,HARD,0.518904754264934,"Array|Hash Table|Binary Search|Sliding Window"
"Longest Subsequence Repeated k Times",longest-subsequence-repeated-k-times,HARD,0.712059783707784,"Hash Table|Two Pointers|String|Backtracking|Counting|Enumeration"
"Maximum Difference Between Increasing Elements",maximum-difference-between-increasing-elements,EASY,0.6656173479213859,"Array"
"Grid Game",grid-game,MEDIUM,0.6087118017470798,"Array|Matrix|Prefix Sum"
"Minimum Operations to Make a Uni-Value Grid",minimum-operations-to-make-a-uni-value-grid,MEDIUM,0.7074453105999513,"Array|Math|Sorting|Matrix"
"Partition Array Into Two Arrays to Minimize Sum Difference",partition-array-into-two-arrays-to-minimize-sum-difference,HARD,0.23344480816766025,"Array|Two Pointers|Binary Search|Dynamic Programming|Bit Manipulation|Sorting|Ordered Set|Bitmask"
"Remove Colored Pieces if Both Neighbors are the Same Color",remove-colored-pieces-if-both-neighbors-are-the-same-color,MEDIUM,0.6308196109965155,"Math|String|Greedy|Game Theory"
"Kth Smallest Product of Two Sorted Arrays",kth-smallest-product-of-two-sorted-arrays,HARD,0.48768569987769744,"Array|Binary Search"
"Count Number of Maximum Bitwise-OR Subsets",count-number-of-maximum-bitwise-or-subsets,MEDIUM,0.8950661301245918,"Array|Backtracking|Bit Manipulation|Enumeration"
"Second Minimum Time to Reach Destination",second-minimum-time-to-reach-destination,HARD,0.6234771401438068,"Breadth-First Search|Graph Theory|Shortest Path"
"Parallel Courses III",parallel-courses-iii,HARD,0.6682508511602505,"Array|Dynamic Programming|Graph Theory|Topological Sort"
"Two Best Non-Overlapping Events",two-best-non-overlapping-events,MEDIUM,0.6400887404306563,"Array|Binary Search|Dynamic Programming|Sorting|Heap (Priority Queue)"
"Find the Minimum and Maximum Number of Nodes Between Critical Points",find-the-minimum-and-maximum-number-of-nodes-between-critical-points,MEDIUM,0.6946773963919378,"Linked List"
"Minimized Maximum of Products Distributed to Any Store",minimized-maximum-of-products-distributed-to-any-store,MEDIUM,0.6306422330883605,"Array|Binary Search|Greedy"
"Most Beautiful Item for Each Query",most-beautiful-item-for-each-query,MEDIUM,0.6211410177775876,"Array|Binary Search|Sorting"
"Maximum Number of Tasks You Can Assign",maximum-number-of-tasks-you-can-assign,HARD,0.5005089902215707,"Array|Two Pointers|Binary Search|Greedy|Queue|Sorting|Monotonic Queue"
"Sum of k-Mirror Numbers",sum-of-k-mirror-numbers,HARD,0.6363517264531766,"Math|Enumeration"
"Find All People With Secret",find-all-people-with-secret,HARD,0.4839800070950009,"Depth-First Search|Breadth-First Search|Union-Find|Graph Theory|Sorting"
"Finding 3-Digit Even Numbers",finding-3-digit-even-numbers,EASY,0.7870797174224671,"Array|Hash Table|Recursion|Sorting|Enumeration"
"Delete the Middle Node of a Linked List",delete-the-middle-node-of-a-linked-list,MEDIUM,0.5958412538553535,"Linked List|Two Pointers"
"Valid Arrangement of Pairs",valid-arrangement-of-pairs,HARD,0.6658767393079595,"Array|Depth-First Search|Graph Theory|Eulerian Circuit"
"Find Subsequence of Length K With the Largest Sum",find-subsequence-of-length-k-with-the-largest-sum,EASY,0.573736683620537,"Array|Hash Table|Sorting|Heap (Priority Queue)"
"Detonate the Maximum Bombs",detonate-the-maximum-bombs,MEDIUM,0.5009517908181493,"Array|Math|Depth-First Search|Breadth-First Search|Graph Theory|Geometry"
"Sum of Subarray Ranges",sum-of-subarray-ranges,MEDIUM,0.6104373441979943,"Array|Stack|Monotonic Stack"
"Maximum Fruits Harvested After at Most K Steps",maximum-fruits-harvested-after-at-most-k-steps,HARD,0.6101071846082339,"Array|Binary Search|Sliding Window|Prefix Sum"
"Adding Spaces to a String",adding-spaces-to-a-string,MEDIUM,0.7179632772326499,"Array|Two Pointers|String|Simulation"
"Find All Possible Recipes from Given Supplies",find-all-possible-recipes-from-given-supplies,MEDIUM,0.5687018304431599,"Array|Hash Table|String|Graph Theory|Topological Sort"
"Check if a Parentheses String Can Be Valid",check-if-a-parentheses-string-can-be-valid,MEDIUM,0.45131396079743025,"String|Stack|Greedy"
"Check if All A's Appears Before All B's",check-if-all-as-appears-before-all-bs,EASY,0.7319140249059466,"String"
"Maximum Employees to Be Invited to a Meeting",maximum-employees-to-be-invited-to-a-meeting,HARD,0.6178548356846646,"Array|Dynamic Programming|Depth-First Search|Graph Theory|Topological Sort"
"Longest Palindrome by Concatenating Two Letter Words",longest-palindrome-by-concatenating-two-letter-words,MEDIUM,0.5353186217101878,"Array|Hash Table|String|Greedy|Counting"
"Divide a String Into Groups of Size k",divide-a-string-into-groups-of-size-k,EASY,0.770855734179539,"String|Simulation"
"Solving Questions With Brainpower",solving-questions-with-brainpower,MEDIUM,0.6022542924391182,"Array|Dynamic Programming"
"Count the Hidden Sequences",count-the-hidden-sequences,MEDIUM,0.567615477652316,"Array|Prefix Sum"
"Rearrange Array Elements by Sign",rearrange-array-elements-by-sign,MEDIUM,0.8462184381845487,"Array|Two Pointers|Simulation"
"Partition Array According to Given Pivot",partition-array-according-to-given-pivot,MEDIUM,0.8978016214868503,"Array|Two Pointers|Simulation"
"Minimum Difference in Sums After Removal of Elements",minimum-difference-in-sums-after-removal-of-elements,HARD,0.6966164344611885,"Array|Dynamic Programming|Heap (Priority Queue)"
"Count Equal and Divisible Pairs in an Array",count-equal-and-divisible-pairs-in-an-array,EASY,0.8393722634988893,"Array"
"Count Good Triplets in an Array",count-good-triplets-in-an-array,HARD,0.6563653097584248,"Array|Binary Search|Divide and Conquer|Binary Indexed Tree|Segment Tree|Merge Sort|Ordered Set"
"Construct String With Repeat Limit",construct-string-with-repeat-limit,MEDIUM,0.7080050357057585,"Hash Table|String|Greedy|Heap (Priority Queue)|Counting"
"Counting Words With a Given Prefix",counting-words-with-a-given-prefix,EASY,0.8443157132512673,"Array|String|String Matching"
"All Ancestors of a Node in a Directed Acyclic Graph",all-ancestors-of-a-node-in-a-directed-acyclic-graph,MEDIUM,0.6212433859384187,"Depth-First Search|Breadth-First Search|Graph Theory|Topological Sort"
"Find All K-Distant Indices in an Array",find-all-k-distant-indices-in-an-array,EASY,0.773330387604145,"Array|Two Pointers"
"Divide Array Into Equal Pairs",divide-array-into-equal-pairs,EASY,0.7923472964912465,"Array|Hash Table|Bit Manipulation|Counting"
"Count Hills and Valleys in an Array",count-hills-and-valleys-in-an-array,EASY,0.6897654301834102,"Array"
"Maximum Value of K Coins From Piles",maximum-value-of-k-coins-from-piles,HARD,0.6043607997243341,"Array|Dynamic Programming|Prefix Sum"
"Minimum Bit Flips to Convert Number",minimum-bit-flips-to-convert-number,EASY,0.8785054815535434,"Bit Manipulation"
"Maximum Candies Allocated to K Children",maximum-candies-allocated-to-k-children,MEDIUM,0.49888885939788485,"Array|Binary Search"
"Root Equals Sum of Children",root-equals-sum-of-children,EASY,0.8492466058179108,"Tree|Binary Tree"
"Minimum Rounds to Complete All Tasks",minimum-rounds-to-complete-all-tasks,MEDIUM,0.6329344916133968,"Array|Hash Table|Greedy|Counting"
"Longest Path With Different Adjacent Characters",longest-path-with-different-adjacent-characters,HARD,0.5396381931684471,"Array|String|Tree|Depth-First Search|Graph Theory|Topological Sort"
"Count Unguarded Cells in the Grid",count-unguarded-cells-in-the-grid,MEDIUM,0.6897260776969965,"Array|Matrix|Simulation"
"Largest 3-Same-Digit Number in String",largest-3-same-digit-number-in-string,EASY,0.7269169238437045,"String"
"Number of Ways to Split Array",number-of-ways-to-split-array,MEDIUM,0.5589286175718182,"Array|Prefix Sum"
"Largest Combination With Bitwise AND Greater Than Zero",largest-combination-with-bitwise-and-greater-than-zero,MEDIUM,0.8075814207312678,"Array|Hash Table|Bit Manipulation|Counting"
"Maximum Bags With Full Capacity of Rocks",maximum-bags-with-full-capacity-of-rocks,MEDIUM,0.6806408656845339,"Array|Greedy|Sorting"
"Maximum Total Importance of Roads",maximum-total-importance-of-roads,MEDIUM,0.6910342072154783,"Greedy|Graph Theory|Sorting|Heap (Priority Queue)"
"Minimum Obstacle Removal to Reach Corner",minimum-obstacle-removal-to-reach-corner,HARD,0.7064322533768901,"Array|Breadth-First Search|Graph Theory|Heap (Priority Queue)|Matrix|Shortest Path"
"Partition Array Such That Maximum Difference Is K",partition-array-such-that-maximum-difference-is-k,MEDIUM,0.8180255367372713,"Array|Greedy|Sorting"
"Count Subarrays With Score Less Than K",count-subarrays-with-score-less-than-k,HARD,0.6231379687546195,"Array|Binary Search|Sliding Window|Prefix Sum"
"Fair Distribution of Cookies",fair-distribution-of-cookies,MEDIUM,0.6988516724389879,"Array|Dynamic Programming|Backtracking|Bit Manipulation|Bitmask"
"Longest Binary Subsequence Less Than or Equal to K",longest-binary-subsequence-less-than-or-equal-to-k,MEDIUM,0.5277371813972407,"String|Dynamic Programming|Greedy|Memoization"
"Count Unreachable Pairs of Nodes in an Undirected Graph",count-unreachable-pairs-of-nodes-in-an-undirected-graph,MEDIUM,0.49922155143143443,"Depth-First Search|Breadth-First Search|Union-Find|Graph Theory"
"Minimum Score After Removals on a Tree",minimum-score-after-removals-on-a-tree,HARD,0.7610634929300649,"Array|Bit Manipulation|Tree|Depth-First Search"
"Number of Increasing Paths in a Grid",number-of-increasing-paths-in-a-grid,HARD,0.5735800611527923,"Array|Dynamic Programming|Depth-First Search|Breadth-First Search|Graph Theory|Topological Sort|Memoization|Matrix"
"Move Pieces to Obtain a String",move-pieces-to-obtain-a-string,MEDIUM,0.5665048964708456,"Two Pointers|String"
"Count the Number of Ideal Arrays",count-the-number-of-ideal-arrays,HARD,0.5689321645662855,"Math|Dynamic Programming|Combinatorics|Number Theory"
"Max Sum of a Pair With Equal Sum of Digits",max-sum-of-a-pair-with-equal-sum-of-digits,MEDIUM,0.6594231321025904,"Array|Hash Table|Sorting|Heap (Priority Queue)"
"Number of Zero-Filled Subarrays",number-of-zero-filled-subarrays,MEDIUM,0.7008091139171673,"Array|Math"
"Design a Number Container System",design-a-number-container-system,MEDIUM,0.5705970422879492,"Hash Table|Design|Heap (Priority Queue)|Ordered Set"
"Design a Food Rating System",design-a-food-rating-system,MEDIUM,0.5284727199914102,"Array|Hash Table|String|Design|Heap (Priority Queue)|Ordered Set"
"Number of Unique Subjects Taught by Each Teacher",number-of-unique-subjects-taught-by-each-teacher,EASY,0.8921983004575167,"Database"
"Find Closest Node to Given Two Nodes",find-closest-node-to-given-two-nodes,MEDIUM,0.5301455693220898,"Depth-First Search|Graph Theory"
"Longest Cycle in a Graph",longest-cycle-in-a-graph,HARD,0.5061288598097239,"Depth-First Search|Breadth-First Search|Graph Theory|Topological Sort"
"Count Number of Bad Pairs",count-number-of-bad-pairs,MEDIUM,0.5420096743397858,"Array|Hash Table|Math|Counting"
"Check if There is a Valid Partition For The Array",check-if-there-is-a-valid-partition-for-the-array,MEDIUM,0.5237288744502097,"Array|Dynamic Programming"
"Longest Ideal Subsequence",longest-ideal-subsequence,MEDIUM,0.46639060956997935,"Hash Table|String|Dynamic Programming"
"Construct Smallest Number From DI String",construct-smallest-number-from-di-string,MEDIUM,0.8558496422105354,"String|Backtracking|Stack|Greedy"
"Minimum Recolors to Get K Consecutive Black Blocks",minimum-recolors-to-get-k-consecutive-black-blocks,EASY,0.6864769742756838,"String|Sliding Window"
"Shifting Letters II",shifting-letters-ii,MEDIUM,0.536292731496847,"Array|String|Prefix Sum"
"Amount of Time for Binary Tree to Be Infected",amount-of-time-for-binary-tree-to-be-infected,MEDIUM,0.6531364614831041,"Hash Table|Tree|Depth-First Search|Breadth-First Search|Binary Tree"
"Removing Stars From a String",removing-stars-from-a-string,MEDIUM,0.7922158701583072,"String|Stack|Simulation"
"Build a Matrix With Conditions",build-a-matrix-with-conditions,HARD,0.7929641198440447,"Array|Graph Theory|Topological Sort|Matrix"
"Longest Nice Subarray",longest-nice-subarray,MEDIUM,0.6479500532477467,"Array|Bit Manipulation|Sliding Window"
"Meeting Rooms III",meeting-rooms-iii,HARD,0.5151582327258495,"Array|Hash Table|Sorting|Heap (Priority Queue)|Simulation"
"Optimal Partition of String",optimal-partition-of-string,MEDIUM,0.7840387680062046,"Hash Table|String|Greedy"
"Maximum Matching of Players With Trainers",maximum-matching-of-players-with-trainers,MEDIUM,0.7527124995908748,"Array|Two Pointers|Greedy|Sorting"
"Smallest Subarrays With Maximum Bitwise OR",smallest-subarrays-with-maximum-bitwise-or,MEDIUM,0.619364135585299,"Array|Binary Search|Bit Manipulation|Sliding Window"
"Length of the Longest Alphabetical Continuous Substring",length-of-the-longest-alphabetical-continuous-substring,MEDIUM,0.6064397200284463,"String"
"Reverse Odd Levels of Binary Tree",reverse-odd-levels-of-binary-tree,MEDIUM,0.8665240523877945,"Tree|Depth-First Search|Breadth-First Search|Binary Tree"
"Longest Subarray With Maximum Bitwise AND",longest-subarray-with-maximum-bitwise-and,MEDIUM,0.6536217373735294,"Array|Bit Manipulation|Brainteaser"
"Number of Good Paths",number-of-good-paths,HARD,0.5631672674403599,"Array|Hash Table|Tree|Union-Find|Graph Theory|Sorting"
"Bitwise XOR of All Pairings",bitwise-xor-of-all-pairings,MEDIUM,0.6690930234591541,"Array|Bit Manipulation|Brainteaser"
"Minimize XOR",minimize-xor,MEDIUM,0.6239734342640862,"Greedy|Bit Manipulation"
"Using a Robot to Print the Lexicographically Smallest String",using-a-robot-to-print-the-lexicographically-smallest-string,MEDIUM,0.6246418667141307,"Hash Table|String|Stack|Greedy"
"Range Product Queries of Powers",range-product-queries-of-powers,MEDIUM,0.6139715755334751,"Array|Bit Manipulation|Prefix Sum"
"Count Subarrays With Fixed Bounds",count-subarrays-with-fixed-bounds,HARD,0.692173502368759,"Array|Queue|Sliding Window|Monotonic Queue"
"Apply Operations to an Array",apply-operations-to-an-array,EASY,0.7473106321574073,"Array|Two Pointers|Simulation"
"Maximum Sum of Distinct Subarrays With Length K",maximum-sum-of-distinct-subarrays-with-length-k,MEDIUM,0.4299964080345592,"Array|Hash Table|Sliding Window"
"Count Ways To Build Good Strings",count-ways-to-build-good-strings,MEDIUM,0.5890736805797346,"Dynamic Programming"
"Most Profitable Path in a Tree",most-profitable-path-in-a-tree,MEDIUM,0.672840682132432,"Array|Tree|Depth-First Search|Breadth-First Search|Graph Theory"
"Minimum Number of Operations to Sort a Binary Tree by Level",minimum-number-of-operations-to-sort-a-binary-tree-by-level,MEDIUM,0.7422318257392946,"Tree|Breadth-First Search|Binary Tree"
"Minimum Score of a Path Between Two Cities",minimum-score-of-a-path-between-two-cities,MEDIUM,0.5876583723622306,"Depth-First Search|Breadth-First Search|Union-Find|Graph Theory"
"Divide Nodes Into the Maximum Number of Groups",divide-nodes-into-the-maximum-number-of-groups,HARD,0.6693531561744183,"Depth-First Search|Breadth-First Search|Union-Find|Graph Theory"
"Maximum Number of Points From Grid Queries",maximum-number-of-points-from-grid-queries,HARD,0.5928322037379339,"Array|Two Pointers|Breadth-First Search|Union-Find|Sorting|Heap (Priority Queue)|Matrix"
"Take K of Each Character From Left and Right",take-k-of-each-character-from-left-and-right,MEDIUM,0.5143409919669047,"Hash Table|String|Sliding Window"
"Closest Prime Numbers in Range",closest-prime-numbers-in-range,MEDIUM,0.5174706288122797,"Math|Number Theory"
"Maximum Count of Positive Integer and Negative Integer",maximum-count-of-positive-integer-and-negative-integer,EASY,0.7428052383369932,"Array|Binary Search|Counting"
"Count the Number of Good Subarrays",count-the-number-of-good-subarrays,MEDIUM,0.6590678190890391,"Array|Hash Table|Sliding Window"
"Count Collisions of Monkeys on a Polygon",count-collisions-of-monkeys-on-a-polygon,MEDIUM,0.30067244092755024,"Math|Recursion"
"Put Marbles in Bags",put-marbles-in-bags,HARD,0.7212091680878578,"Array|Greedy|Sorting|Heap (Priority Queue)"
"Maximum Number of Integers to Choose From a Range I",maximum-number-of-integers-to-choose-from-a-range-i,MEDIUM,0.6797810180976448,"Array|Hash Table|Binary Search|Greedy|Sorting"
"Take Gifts From the Richest Pile",take-gifts-from-the-richest-pile,EASY,0.7549376073700703,"Array|Heap (Priority Queue)|Simulation"
"Count Vowel Strings in Ranges",count-vowel-strings-in-ranges,MEDIUM,0.6781057560689676,"Array|String|Prefix Sum"
"House Robber IV",house-robber-iv,MEDIUM,0.6471330888180327,"Array|Binary Search|Dynamic Programming|Greedy"
"Rearranging Fruits",rearranging-fruits,HARD,0.573241181911793,"Array|Hash Table|Greedy|Sort"
"Count the Number of Fair Pairs",count-the-number-of-fair-pairs,MEDIUM,0.5266802381172697,"Array|Two Pointers|Binary Search|Sorting"
"Maximum Difference by Remapping a Digit",maximum-difference-by-remapping-a-digit,EASY,0.7610229426575009,"Math|Greedy"
"Merge Two 2D Arrays by Summing Values",merge-two-2d-arrays-by-summing-values,EASY,0.8167978320446128,"Array|Hash Table|Two Pointers"
"Minimum Time to Visit a Cell In a Grid",minimum-time-to-visit-a-cell-in-a-grid,HARD,0.562629550974732,"Array|Breadth-First Search|Graph Theory|Heap (Priority Queue)|Matrix|Shortest Path"
"Count Total Number of Colored Cells",count-total-number-of-colored-cells,MEDIUM,0.6610875411395785,"Math"
"Kth Largest Sum in a Binary Tree",kth-largest-sum-in-a-binary-tree,MEDIUM,0.5899524013625392,"Tree|Breadth-First Search|Sorting|Binary Tree"
"Find Score of an Array After Marking All Elements",find-score-of-an-array-after-marking-all-elements,MEDIUM,0.644989136725458,"Array|Hash Table|Sorting|Heap (Priority Queue)|Simulation"
"Minimum Time to Repair Cars",minimum-time-to-repair-cars,MEDIUM,0.5955011038710097,"Array|Binary Search"
"The Number of Beautiful Subsets",the-number-of-beautiful-subsets,MEDIUM,0.5096454004959055,"Array|Hash Table|Math|Dynamic Programming|Backtracking|Sorting|Combinatorics"
"Prime Subtraction Operation",prime-subtraction-operation,MEDIUM,0.5556033764647081,"Array|Math|Binary Search|Greedy|Number Theory"
"Shortest Cycle in a Graph",shortest-cycle-in-a-graph,HARD,0.39547664073307864,"Breadth-First Search|Graph Theory"
"Convert an Array Into a 2D Array With Conditions",convert-an-array-into-a-2d-array-with-conditions,MEDIUM,0.8635987160256335,"Array|Hash Table"
"Sum of Distances",sum-of-distances,MEDIUM,0.5035144381226568,"Array|Hash Table|Prefix Sum"
"Minimize the Maximum Difference of Pairs",minimize-the-maximum-difference-of-pairs,MEDIUM,0.5094452010715835,"Array|Binary Search|Dynamic Programming|Greedy|Sorting"
"Cousins in Binary Tree II",cousins-in-binary-tree-ii,MEDIUM,0.7577495850269513,"Hash Table|Tree|Depth-First Search|Breadth-First Search|Binary Tree"
"Design Graph With Shortest Path Calculator",design-graph-with-shortest-path-calculator,HARD,0.6508758221006707,"Graph Theory|Design|Heap (Priority Queue)|Shortest Path"
"Minimum Additions to Make Valid String",minimum-additions-to-make-valid-string,MEDIUM,0.5100258775131047,"String|Dynamic Programming|Stack|Greedy"
"Find the Prefix Common Array of Two Arrays",find-the-prefix-common-array-of-two-arrays,MEDIUM,0.8694347428646347,"Array|Hash Table|Bit Manipulation"
